,scorm_id,institution_id,title,author_id,course_id,membership,view_count,create_time
948,2007,829,Módulo IV: Una Mirada Psicológica: La Salud Mental del Adulto Mayor,126348,9652.0,3,279,2021-06-02
949,2008,829,Módulo V: Riesgos del Cuidado en el Envejecimiento,126348,9652.0,3,308,2021-06-02
950,2013,829,Módulo I: Marco Regulatorio,126348,9661.0,3,236,2021-06-03
951,2015,829,Módulo III: Una Mirada Social en el Cuidado y Bienestar de la Persona Mayor,126348,9661.0,3,108,2021-06-03
952,2016,829,Módulo IV: Una Mirada Psicológica: La Salud Mental del Adulto Mayor,126348,9661.0,3,87,2021-06-03
953,2017,829,Módulo V: Riesgos del Cuidado en el Envejecimiento,126348,9661.0,3,82,2021-06-03
954,2018,807,CENTROMED,224005,9382.0,2,3,2021-06-04
955,2019,807,BIO BIO,224005,9382.0,2,4,2021-06-04
956,2021,807,CLINICA VESPUCIO,224005,9382.0,2,0,2021-06-04
957,2022,807,DAVILA ,224005,9382.0,2,2,2021-06-04
958,2023,807,HELP,224005,9382.0,2,2,2021-06-04
959,2024,807,HILFE,224005,9382.0,2,3,2021-06-04
960,2025,807,VIDAINTEGRA,224005,9382.0,2,1,2021-06-04
961,2026,807,VIDAINTEGRA laboratorios,224005,9382.0,2,2,2021-06-04
962,2028,807,CIUDAD DEL MAR,224005,9382.0,2,1,2021-06-04
963,2031,807,HOME,224005,9382.0,2,1,2021-06-04
964,2034,807,Pincha Aquí para ver el curso ,224005,9633.0,2,3,2021-06-04
965,2035,807,Pincha Aquí para ver el curso ,224005,9632.0,2,454,2021-06-04
966,2036,807,Pincha Aquí para ver el curso ,224005,8839.0,2,4,2021-06-04
967,2037,807,Pincha Aquí para ver el curso ,224005,9635.0,2,662,2021-06-04
968,2038,807,Pincha Aquí para ver el curso ,224005,8836.0,2,139,2021-06-04
969,2042,807,Pincha Aquí para ver el curso ,224005,9637.0,2,1,2021-06-04
970,2043,807,Pincha Aquí para ver el curso ,224005,9636.0,2,266,2021-06-04
971,2044,807,Pincha Aquí para ver el curso ,224005,8731.0,2,1,2021-06-04
972,2045,807,Pincha Aquí para ver el curso ,224005,9642.0,2,1,2021-06-04
973,2046,807,Pincha Aquí para ver el curso .,224005,9641.0,2,66,2021-06-04
974,2047,807,Pincha Aquí para ver el curso ,224005,8841.0,2,1,2021-06-04
975,2048,807,Pincha Aquí para ver el curso ,224005,9644.0,2,38,2021-06-04
976,2049,807,Pincha Aquí para ver el curso .,224005,9643.0,2,69,2021-06-04
977,2050,807,Pincha Aquí para ver el curso ,224005,8834.0,2,782,2021-06-04
978,2051,807,Pincha Aquí para ver el curso ,224005,9646.0,2,1,2021-06-04
979,2052,807,Pincha Aquí para ver el curso ,224005,9645.0,2,100,2021-06-04
980,2053,807,Pincha Aquí para ver el curso ,224005,8838.0,2,1005,2021-06-04
981,2054,807,Pincha Aquí para ver el curso ,224005,9648.0,2,526,2021-06-04
982,2055,807,Pincha Aquí para ver el curso .,224005,9647.0,2,1,2021-06-04
983,2056,807,Pincha Aquí para ver el curso ,224005,9628.0,2,44,2021-06-04
984,2057,807,Pincha Aquí para ver el curso ,224005,8842.0,2,1127,2021-06-04
985,2058,807,Pincha Aquí para ver el curso ,224005,9679.0,2,178,2021-06-04
986,2059,807,Pincha Aquí para ver el curso ,224005,9680.0,2,1,2021-06-04
987,2060,807,Pincha Aquí para ver el curso ,224005,9650.0,2,141,2021-06-04
988,2061,807,Pincha Aquí para ver el curso ,224005,9649.0,2,706,2021-06-04
989,2062,807,Pincha Aquí para ver el curso ,224005,8835.0,2,5,2021-06-04
990,2063,807,Pincha Aquí para ver el curso ,224005,9640.0,2,199,2021-06-04
991,2064,807,Pincha Aquí para ver el curso ,224005,9634.0,2,2157,2021-06-04
992,2065,717,Módulo I: La Gestión de Riesgos,129823,9689.0,2,4,2021-06-07
993,2066,717,Módulo Introductorio,129823,9689.0,2,2,2021-06-07
994,2067,717,Módulo II: Modelo de Jerarquía de los Procesos,129823,9689.0,2,0,2021-06-07
995,2068,717,Módulo III: Administración de Riesgos,129823,9689.0,2,0,2021-06-07
996,2069,717,Módulo IV: Líneas de Defensa del Modelo de Gestión de Riesgos,129823,9689.0,2,0,2021-06-07
997,2070,717,Módulo I: ¿Qué es la Gestión de Riesgos?,129823,9690.0,2,0,2021-06-07
998,2071,717,Módulo Introductorio,129823,9690.0,2,0,2021-06-07
999,2072,717,Módulo II: Modelo de Jerarquía de los Procesos,129823,9690.0,2,0,2021-06-07
1000,2073,717,Módulo III: Administración de Riesgos,129823,9690.0,2,0,2021-06-07
1001,2074,717,Módulo IV: Líneas de Defensa del Modelo de Gestión de Riesgos,129823,9690.0,2,0,2021-06-07
1002,2075,782,B. Orden de Cálculo / C. Fórmulas Esenciales,126348,9670.0,2,0,2021-06-07
1003,2076,782,B. Orden de Cálculo / C. Fórmulas Esenciales,126348,9670.0,2,0,2021-06-07
1004,2077,782,B. Orden de Cálculo / C. Fórmulas Esenciales,126348,9670.0,2,0,2021-06-07
1005,2078,782,B. Orden de Cálculo / C. Fórmulas Esenciales,126348,9670.0,2,0,2021-06-07
1006,2079,782,B. Orden de Cálculo / C. Fórmulas Esenciales,126348,9670.0,2,0,2021-06-07
1007,2096,782,"Modalidad de Rentas Vitalicias, sus Condiciones Generales y Cláusulas Adicionales",126348,9703.0,2,3,2021-06-08
1008,2097,782,Tipos de Pensiones y Beneficios del Sistema,126348,9703.0,2,3,2021-06-08
1009,2098,782,B. Orden de Cálculo / C. Fórmulas Esenciales,126348,9670.0,2,15,2021-06-08
1010,2099,782,A. Estructura Excel,126348,9670.0,2,19,2021-06-08
1011,2100,782,D. Referenciar celdas,126348,9670.0,2,10,2021-06-08
1012,2101,782,E. Operaciones dentro de funciones,126348,9670.0,2,11,2021-06-08
1013,2102,782,F. Funciones de Excel,126348,9670.0,2,12,2021-06-08
1014,2103,782,G. Funciones lógicas: Función SI,126348,9670.0,2,18,2021-06-08
1015,2104,782,H. Funciones lógicas: Función Y/O,126348,9670.0,2,19,2021-06-08
1016,2105,782,I. Funciones lógicas: Anidación,126348,9670.0,2,11,2021-06-08
1017,2106,782,J. Funciones lógicas: Sumar SI,126348,9670.0,2,11,2021-06-08
1018,2107,782,K. Preparar Data,126348,9670.0,2,8,2021-06-08
1019,2108,782,L. Filtros de palabras espefifícas,126348,9670.0,2,10,2021-06-08
1020,2109,782,M. Filtros de textos,126348,9670.0,2,13,2021-06-08
1021,2110,782,N. Gráficos,126348,9670.0,2,14,2021-06-08
1022,2111,741,Módulo I: ¿Qué es la Gestión de Riesgo?,129823,9542.0,2,5,2021-06-08
1023,2112,741,Módulo II: Modelo de Jerarquía de los Procesos,129823,9542.0,2,4,2021-06-08
1024,2113,741,Módulo III: Administración de Riesgos,129823,9542.0,2,3,2021-06-08
1025,2114,741,Módulo I: Lavado de Activos y Financiamiento del Terrorismo,129823,9418.0,2,4,2021-06-08
1026,2115,741,Módulo II: Políticas Institucionales de Prevención del Lavado de Activos y Financiamiento del Terrorismo.,129823,9418.0,2,5,2021-06-08
1027,2116,741,Módulo III: Proceso de Reporte en Caso de Sospecha  de Lavado de Activos,129823,9418.0,2,4,2021-06-08
1028,2121,807,Módulo 1 - Equipo y rol Compliance,126348,9725.0,2,1,2021-06-10
1029,2122,807,Módulo 2 - Ámbito regulatorio,126348,9725.0,2,0,2021-06-10
1030,2123,807,Resumen del Curso,126348,9725.0,2,0,2021-06-10
1031,2124,807,Módulo 3 - Componentes del Modelo de Prevención de Delitos,126348,9725.0,2,1,2021-06-10
1032,2129,717,Introducción,129823,9731.0,2,0,2021-06-10
1033,2131,717,"Distanciamiento físico, recomendaciones y medidas de prevención",129823,9731.0,2,1,2021-06-10
1034,2132,717,Barreras sanitarias y desinfección de superficies,129823,9731.0,2,1,2021-06-10
1035,2133,741,Módulo Introductorio,129823,9732.0,2,0,2021-06-10
1036,2134,741,Módulo IV: Líneas de Defensa del Modelo de Gestión de Riesgos,129823,9732.0,2,0,2021-06-10
1037,2135,741,Módulo I: ¿Qué es la Gestión de Riesgo?,129823,9732.0,2,0,2021-06-10
1038,2136,741,Módulo II: Modelo de Jerarquía de los Procesos,129823,9732.0,2,0,2021-06-10
1039,2137,741,Módulo III: Administración de Riesgos,129823,9732.0,2,0,2021-06-10
1040,2138,741,Módulo Introductorio,129823,9733.0,2,0,2021-06-10
1041,2139,741,Módulo I: Lavado de Activos y Financiamiento del Terrorismo,129823,9733.0,2,0,2021-06-10
1042,2140,741,Módulo II: Políticas Institucionales de Prevención del Lavado de Activos y Financiamiento del Terrorismo.,129823,9733.0,2,0,2021-06-10
1043,2141,741,Módulo III: Proceso de Reporte en Caso de Sospecha  de Lavado de Activos,129823,9733.0,2,0,2021-06-10
1044,2142,717,Situación Actual,129823,9731.0,2,4,2021-06-10
1045,2143,741,Módulo Introductorio,129823,9735.0,2,0,2021-06-10
1046,2144,741,Módulo IV: Líneas de Defensa del Modelo de Gestión de Riesgos,129823,9735.0,2,0,2021-06-10
1047,2145,741,Módulo I: ¿Qué es la Gestión de Riesgo?,129823,9735.0,2,0,2021-06-10
1048,2146,741,Módulo II: Modelo de Jerarquía de los Procesos,129823,9735.0,2,0,2021-06-10
1049,2147,741,Módulo III: Administración de Riesgos,129823,9735.0,2,0,2021-06-10
1050,2148,727,Prevención de Lavado de Activos y Financiamiento del Terrorismo,96438,9714.0,2,2910,2021-06-11
1051,2149,717,Introducción,129823,9745.0,2,1,2021-06-11
1052,2150,717,"Distanciamiento físico, recomendaciones y medidas de prevención",129823,9745.0,2,3,2021-06-11
1053,2151,717,Barreras sanitarias y desinfección de superficies,129823,9745.0,2,2,2021-06-11
1054,2152,717,Situación Actual,129823,9745.0,2,2,2021-06-11
1055,2153,797,Introducción,129823,9752.0,2,12,2021-06-11
1056,2154,797,"Distanciamiento físico, recomendaciones y medidas de prevención",129823,9752.0,2,6,2021-06-11
1057,2155,797,Barreras sanitarias y desinfección de superficies,129823,9752.0,2,4,2021-06-11
1058,2156,797,Situación Actual,129823,9752.0,2,9,2021-06-11
1059,2157,741,Módulo Introductorio,129823,9754.0,2,43,2021-06-12
1060,2158,741,Módulo IV: Líneas de Defensa del Modelo de Gestión de Riesgos,129823,9754.0,2,44,2021-06-12
1061,2162,741,Módulo Introductorio,129823,9755.0,2,455,2021-06-12
1062,2163,741,Módulo I: Lavado de Activos y Financiamiento del Terrorismo,129823,9755.0,2,715,2021-06-12
1063,2164,741,Módulo II: Políticas Institucionales de Prevención del Lavado de Activos y Financiamiento del Terrorismo.,129823,9755.0,2,770,2021-06-12
1064,2165,741,Módulo III: Proceso de Reporte en Caso de Sospecha  de Lavado de Activos,129823,9755.0,2,722,2021-06-12
1065,2166,741,Módulo Introductorio,129823,9756.0,2,527,2021-06-12
1066,2167,741,Módulo IV: Líneas de Defensa del Modelo de Gestión de Riesgos,129823,9756.0,2,776,2021-06-12
1067,2168,741,Módulo I: ¿Qué es la Gestión de Riesgo?,129823,9756.0,2,851,2021-06-12
1068,2169,741,Módulo II: Modelo de Jerarquía de los Procesos,129823,9756.0,2,932,2021-06-12
1069,2170,741,Módulo III: Administración de Riesgos,129823,9756.0,2,882,2021-06-12
1070,2171,741,Módulo Introductorio,129823,9757.0,2,28,2021-06-12
1071,2173,741,Módulo II: Políticas Institucionales de Prevención del Lavado de Activos y Financiamiento del Terrorismo.,129823,9757.0,2,56,2021-06-12
1072,2174,741,Módulo III: Proceso de Reporte en Caso de Sospecha  de Lavado de Activos,129823,9757.0,2,47,2021-06-12
1073,2177,643,Introducción,129823,9779.0,2,0,2021-06-14
1074,2178,643,"Distanciamiento físico, recomendaciones y medidas de prevención",129823,9779.0,2,0,2021-06-14
1075,2179,643,Barreras sanitarias y desinfección de superficies,129823,9779.0,2,0,2021-06-14
1076,2180,643,Situación Actual,129823,9779.0,2,0,2021-06-14
1077,2191,807,Anticorrupción global,217251,9772.0,2,0,2021-06-15
1078,2192,807,Equipo y rol de Compliance - Clínica Biobío,135980,9772.0,2,0,2021-06-15
1079,2193,807,Ámbito regulatorio - Clínica Biobío,135980,9772.0,2,0,2021-06-15
1080,2194,807,Componentes del Modelo de Prevención - Clínica Biobío,135980,9772.0,2,0,2021-06-15
1081,2195,807,Pincha Aquí para ver el curso ,224005,9772.0,2,0,2021-06-15
1082,2196,807,Anticorrupción global,217251,9771.0,2,0,2021-06-15
1083,2197,807,Ámbito regulatorio - Hilfe,217251,9771.0,2,0,2021-06-15
1084,2198,807,Equipo y rol de Compliance - Hilfe,126348,9771.0,2,0,2021-06-15
1085,2199,807,Componentes del Modelo de Prevención - Hilfe,126348,9771.0,2,0,2021-06-15
1086,2200,807,Pincha Aquí para ver el curso .,224005,9771.0,2,0,2021-06-15
1087,2201,807,Anticorrupción Global,135980,9770.0,2,0,2021-06-15
1088,2202,807,Ámbito regulatorio - Home Medical,141823,9770.0,2,0,2021-06-15
1089,2203,807,Equipo y rol de Compliance - Home Medical,126348,9770.0,2,0,2021-06-15
1090,2204,807,Componentes del Modelo de Prevención -  - Home Medical,126348,9770.0,2,0,2021-06-15
1091,2205,807,Pincha Aquí para ver el curso ,224005,9770.0,2,0,2021-06-15
1092,2206,807,Anticorrupción global,217251,9769.0,2,0,2021-06-15
1093,2207,807,Ámbito regulatorio - Tisal,141823,9769.0,2,0,2021-06-15
1094,2208,807,Componentes del Modelo de Prevención - Tisal,141823,9769.0,2,0,2021-06-15
1095,2209,807,Equipo y Rol de Compliance - Tisal,141823,9769.0,2,0,2021-06-15
1096,2210,807,Anticorrupción global ,141823,9768.0,2,0,2021-06-15
1097,2211,807,Equipo y rol de Compliance - Vidaintegra,135980,9768.0,2,0,2021-06-15
1098,2212,807,Componentes del Modelo de Prevención - Vidaintegra,135980,9768.0,2,0,2021-06-15
1099,2213,807,Ámbito regulatorio - Vidaintegra,135980,9768.0,2,0,2021-06-15
1100,2214,807,Pincha Aquí para ver el curso ,224005,9768.0,2,0,2021-06-15
1101,2215,807,Anticorrupción global,217251,9767.0,2,0,2021-06-15
1102,2216,807,Equipo y rol de Compliance - Centromed,126348,9767.0,2,0,2021-06-15
1103,2217,807,Ámbito regulatorio - Centromed,126348,9767.0,2,0,2021-06-15
1104,2218,807,Componentes del Modelo de Prevención - Centromed,126348,9767.0,2,0,2021-06-15
1105,2219,807,Pincha Aquí para ver el curso ,224005,9767.0,2,1,2021-06-15
1106,2220,807,Anticorrupción global,217251,9766.0,2,0,2021-06-15
1107,2221,807,Equipo y rol de Compliance - Clínica Ciudad del Mar,126348,9766.0,2,0,2021-06-15
1108,2222,807,Componentes del Modelo de Prevención - Clínica Ciudad del Mar,126348,9766.0,2,0,2021-06-15
1109,2223,807,Ámbito regulatorio - Clínica Ciudad del Mar,126348,9766.0,2,0,2021-06-15
1110,2224,807,Pincha Aquí para ver el curso ,224005,9766.0,2,0,2021-06-15
1111,2226,807,Equipo y rol de Compliance - Clínica Dávila,126348,9765.0,2,0,2021-06-15
1112,2227,807,Ámbito regulatorio - Clínica Dávila,126348,9765.0,2,0,2021-06-15
1113,2228,807,Componentes del Modelo de Prevención - Clínica Dávila,126348,9765.0,2,0,2021-06-15
1114,2229,807,Pincha Aquí para ver el curso ,224005,9765.0,2,0,2021-06-15
1115,2230,782,A. Función Hoy,126348,9710.0,2,50,2021-06-15
1116,2231,782,B. Función Año,126348,9710.0,2,29,2021-06-15
1117,2232,782,C. Función Mes Día,126348,9710.0,2,29,2021-06-15
1118,2233,782,D. Función Buscar,126348,9710.0,2,30,2021-06-15
1119,2234,782,E. Función Coincidir,126348,9710.0,2,26,2021-06-15
1120,2235,782,F. Función Pago,126348,9710.0,2,30,2021-06-15
1121,2236,782,G. Herramienta Nombre de Celda,126348,9710.0,2,29,2021-06-15
1122,2237,782,H. Introducción a Tablas,126348,9710.0,2,26,2021-06-15
1123,2238,782,I. Introducción a Tablas 2,126348,9710.0,2,21,2021-06-15
1124,2239,782,J. Filtro Tablas,126348,9710.0,2,21,2021-06-15
1125,2240,782,K. Introducción a Tablas Dinámicas,126348,9710.0,2,24,2021-06-15
1126,2241,782,L. Herramienta valores,126348,9710.0,2,21,2021-06-15
1127,2242,782,M. Función Segmentación,126348,9710.0,2,23,2021-06-15
1128,2243,782,N. Función cálculo,126348,9710.0,2,26,2021-06-15
1129,2244,782,O. Función gráficos,126348,9710.0,2,23,2021-06-15
1130,2245,782,P. Validación de datos,126348,9710.0,2,28,2021-06-15
1131,2250,807,UHC_QualityandPatientSafetyinAction_02.2020_Help,224005,9798.0,2,1,2021-06-17
1132,2251,807,Anticorrupción global,217251,9799.0,2,6,2021-06-17
1133,2252,807,Equipo y rol de Compliance - Clínica Santa María,126348,9799.0,2,2,2021-06-17
1134,2253,807,Ámbito regulatorio - Clínica Santa María,126348,9799.0,2,2,2021-06-17
1135,2254,807,Componentes del Modelo de Prevención - Clínica Santa María,126348,9799.0,2,2,2021-06-17
1136,2255,807,Pincha Aquí para ver el curso ,224005,9799.0,2,4,2021-06-17
1137,2256,717,Modulo_I,129823,9631.0,2,0,2021-06-17
1138,2257,717,Modulo_I,129823,9631.0,2,0,2021-06-17
1139,2258,717,Modulo_2,129823,9631.0,2,0,2021-06-17
1140,2259,807,Pincha Aquí para ver el curso ,224005,9655.0,2,53,2021-06-17
1141,2263,807,Pincha Aquí para ver el curso ,224005,8840.0,2,3,2021-06-17
1142,2264,807,Pincha Aquí para ver el curso ,224005,9656.0,2,1,2021-06-17
1143,2267,807,Anticorrupción global,217251,9820.0,2,0,2021-06-18
1144,2268,807,Equipo y rol de Compliance - Clínica Santa María,126348,9820.0,2,0,2021-06-18
1145,2269,807,Ámbito regulatorio - Clínica Santa María,126348,9820.0,2,0,2021-06-18
1146,2270,807,Componentes del Modelo de Prevención - Clínica Santa María,126348,9820.0,2,0,2021-06-18
1147,2271,807,Pincha Aquí para ver el curso ,224005,9820.0,2,0,2021-06-18
1148,2272,807,Anticorrupción global,217251,9819.0,2,2,2021-06-18
1149,2273,807,Ámbito regulatorio - Help,217251,9819.0,2,1,2021-06-18
1150,2274,807,Equipo y rol de Compliance - Help,126348,9819.0,2,1,2021-06-18
1151,2275,807,Componentes del Modelo de Prevención - Help,126348,9819.0,2,1,2021-06-18
1152,2276,807,Pincha Aquí para ver el curso ,224005,9819.0,2,2,2021-06-18
1153,2279,835,Introducción,129823,9836.0,1,0,2021-06-18
1154,2280,835,"Distanciamiento físico, recomendaciones y medidas de prevención",129823,9836.0,1,0,2021-06-18
1155,2281,835,Barreras sanitarias y desinfección de superficies,129823,9836.0,1,0,2021-06-18
1156,2282,835,Situación Actual,129823,9836.0,1,0,2021-06-18
1157,2286,717,Modulo_I PLAFT,129823,9805.0,2,2,2021-06-22
1158,2287,717,Modulo_1_GR,129823,9805.0,2,3,2021-06-22
1159,2288,717,Modulo_2_GR,129823,9805.0,2,2,2021-06-22
1160,2289,717,Modulo_3_GR,129823,9805.0,2,2,2021-06-22
1161,2290,741,Módulo I: Lavado de Activos y Financiamiento del Terrorismo,129823,9757.0,2,48,2021-06-22
1162,2291,741,Módulo I: ¿Qué es la Gestión de Riesgo?,129823,9754.0,2,54,2021-06-22
1163,2292,741,Módulo II: Modelo de Jerarquía de los Procesos,129823,9754.0,2,62,2021-06-22
1164,2293,741,Módulo III: Administración de Riesgos,129823,9754.0,2,50,2021-06-22
1165,2294,807,Pinche aquí para ver el curso.,225257,9765.0,2,4,2021-06-22
1166,2295,807,Anticorrupción global PRUEBA 22.06,141823,9765.0,2,2,2021-06-22
1167,2296,807,Anticorrupción global,217251,9853.0,2,0,2021-06-24
1168,2297,807,Equipo y rol de Compliance - Clínica Santa María,126348,9853.0,2,0,2021-06-24
1169,2298,807,Ámbito regulatorio - Clínica Santa María,126348,9853.0,2,0,2021-06-24
1170,2299,807,Componentes del Modelo de Prevención - Clínica Santa María,126348,9853.0,2,0,2021-06-24
1171,2300,807,Pincha Aquí para ver el curso ,224005,9853.0,2,0,2021-06-24
1172,2301,741,Módulo Introductorio,129823,9858.0,2,410,2021-06-24
1173,2302,741,Módulo IV: Líneas de Defensa del Modelo de Gestión de Riesgos,129823,9858.0,2,458,2021-06-24
1174,2303,741,Módulo I: ¿Qué es la Gestión de Riesgo?,129823,9858.0,2,713,2021-06-24
1175,2304,741,Módulo II: Modelo de Jerarquía de los Procesos,129823,9858.0,2,597,2021-06-24
1176,2305,741,Módulo III: Administración de Riesgos,129823,9858.0,2,543,2021-06-24
1177,2306,741,Módulo Introductorio,129823,9859.0,2,353,2021-06-24
1178,2307,741,Módulo I: Lavado de Activos y Financiamiento del Terrorismo,129823,9859.0,2,560,2021-06-24
1179,2308,741,Módulo II: Políticas Institucionales de Prevención del Lavado de Activos y Financiamiento del Terrorismo.,129823,9859.0,2,584,2021-06-24
1180,2309,741,Módulo III: Proceso de Reporte en Caso de Sospecha  de Lavado de Activos,129823,9859.0,2,583,2021-06-24
1181,2326,782,PowerPoint Básico- Capítulo 1 y 2 ,126348,9903.0,2,4,2021-07-02
1182,2327,782,PowerPoint Básico- Capítulo 3 y 4 ,126348,9903.0,2,3,2021-07-02
1183,2328,845,Introducción,129823,9926.0,2,0,2021-07-06
1184,2329,845,"Distanciamiento físico, recomendaciones y medidas de prevención",129823,9926.0,2,0,2021-07-06
1185,2330,845,Barreras sanitarias y desinfección de superficies,129823,9926.0,2,0,2021-07-06
1186,2331,845,Situación Actual,129823,9926.0,2,2,2021-07-06
1187,2332,829,sepMódulo II: Una Mirada Biológica en el Cuidado del Adulto Mayor,129823,9059.0,2,4,2021-07-07
1188,2333,829,Módulo II: Una Mirada Biológica en el Cuidado del Adulto Mayor,129823,9652.0,2,18,2021-07-08
1189,2334,829,Módulo II: Una Mirada Biológica en el Cuidado del Adulto Mayor,129823,9661.0,2,1,2021-07-08
1190,2335,741,Módulo Introductorio,129823,9963.0,2,622,2021-07-09
1191,2336,741,Módulo IV: Líneas de Defensa del Modelo de Gestión de Riesgos,129823,9963.0,2,659,2021-07-09
1192,2337,741,Módulo I: ¿Qué es la Gestión de Riesgo?,129823,9963.0,2,1034,2021-07-09
1193,2338,741,Módulo II: Modelo de Jerarquía de los Procesos,129823,9963.0,2,923,2021-07-09
1194,2339,741,Módulo III: Administración de Riesgos,129823,9963.0,2,740,2021-07-09
1195,2340,741,Módulo Introductorio,129823,9964.0,2,514,2021-07-09
1196,2341,741,Módulo I: Lavado de Activos y Financiamiento del Terrorismo,129823,9964.0,2,804,2021-07-09
1197,2342,741,Módulo II: Políticas Institucionales de Prevención del Lavado de Activos y Financiamiento del Terrorismo.,129823,9964.0,2,885,2021-07-09
1198,2343,741,Módulo III: Proceso de Reporte en Caso de Sospecha  de Lavado de Activos,129823,9964.0,2,797,2021-07-09
1199,2344,741,Módulo Introductorio,129823,9968.0,2,0,2021-07-09
1200,2345,741,Módulo Introductorio,129823,9969.0,2,0,2021-07-09
1201,2346,741,Módulo I: Lavado de Activos y Financiamiento del Terrorismo,129823,9969.0,2,0,2021-07-09
1202,2347,741,Módulo II: Políticas Institucionales de Prevención del Lavado de Activos y Financiamiento del Terrorismo.,129823,9969.0,2,0,2021-07-09
1203,2348,741,Módulo III: Proceso de Reporte en Caso de Sospecha  de Lavado de Activos,129823,9969.0,2,0,2021-07-09
1204,2349,741,Módulo Introductorio,129823,9970.0,2,0,2021-07-09
1205,2350,741,Módulo I: Lavado de Activos y Financiamiento del Terrorismo,129823,9970.0,2,0,2021-07-09
1206,2351,741,Módulo II: Políticas Institucionales de Prevención del Lavado de Activos y Financiamiento del Terrorismo.,129823,9970.0,2,0,2021-07-09
1207,2352,741,Módulo III: Proceso de Reporte en Caso de Sospecha  de Lavado de Activos,129823,9970.0,2,0,2021-07-09
1208,2353,782,A Funciones avanzadas,126348,10101.0,2,23,2021-07-28
1209,2354,782,B Listas,126348,10101.0,2,18,2021-07-28
1210,2355,782,C Matrices,126348,10101.0,2,14,2021-07-28
1211,2356,782,D Optimización,126348,10101.0,2,16,2021-07-28
1212,2357,782,E Macros,126348,10101.0,2,22,2021-07-28
1213,2358,741,Módulo Introductorio,129823,10161.0,2,135,2021-08-05
1214,2359,741,Módulo IV: Líneas de Defensa del Modelo de Gestión de Riesgos,129823,10161.0,2,176,2021-08-05
1215,2360,741,Módulo I: ¿Qué es la Gestión de Riesgo?,129823,10161.0,2,224,2021-08-05
1216,2361,741,Módulo II: Modelo de Jerarquía de los Procesos,129823,10161.0,2,205,2021-08-05
1217,2362,741,Módulo III: Administración de Riesgos,129823,10161.0,2,185,2021-08-05
1218,2363,741,Módulo Introductorio,129823,10162.0,2,197,2021-08-05
1219,2364,741,Módulo I: Lavado de Activos y Financiamiento del Terrorismo,129823,10162.0,2,277,2021-08-05
1220,2365,741,Módulo II: Políticas Institucionales de Prevención del Lavado de Activos y Financiamiento del Terrorismo.,129823,10162.0,2,293,2021-08-05
1221,2366,741,Módulo III: Proceso de Reporte en Caso de Sospecha  de Lavado de Activos,129823,10162.0,2,272,2021-08-05
1222,2367,741,Módulo Introductorio,129823,10163.0,2,7,2021-08-05
1223,2368,741,Módulo IV: Líneas de Defensa del Modelo de Gestión de Riesgos,129823,10163.0,2,11,2021-08-05
1224,2369,741,Módulo I: ¿Qué es la Gestión de Riesgo?,129823,10163.0,2,14,2021-08-05
1225,2370,741,Módulo II: Modelo de Jerarquía de los Procesos,129823,10163.0,2,17,2021-08-05
1226,2371,741,Módulo III: Administración de Riesgos,129823,10163.0,2,9,2021-08-05
1227,2372,741,Módulo Introductorio,129823,10164.0,2,7,2021-08-05
1228,2373,741,Módulo I: Lavado de Activos y Financiamiento del Terrorismo,129823,10164.0,2,11,2021-08-05
1229,2374,741,Módulo II: Políticas Institucionales de Prevención del Lavado de Activos y Financiamiento del Terrorismo.,129823,10164.0,2,10,2021-08-05
1230,2375,741,Módulo III: Proceso de Reporte en Caso de Sospecha  de Lavado de Activos,129823,10164.0,2,9,2021-08-05
1231,2376,829,Módulo I: Marco Regulatorio,126348,10169.0,3,732,2021-08-06
1232,2377,829,Módulo III: Una Mirada Social en el Cuidado y Bienestar de la Persona Mayor,126348,10169.0,3,403,2021-08-06
1233,2378,829,Módulo IV: Una Mirada Psicológica: La Salud Mental del Adulto Mayor,126348,10169.0,3,275,2021-08-06
1234,2379,829,Módulo V: Riesgos del Cuidado en el Envejecimiento,126348,10169.0,3,233,2021-08-06
1235,2380,829,Módulo II: Una Mirada Biológica en el Cuidado del Adulto Mayor,129823,10169.0,2,303,2021-08-06
1236,2384,741,Pensión de Vejez Normal y Anticipada - 1ra parte,126348,10193.0,2,43,2021-08-11
1237,2385,741, Pensión de Vejez Normal y Anticipada - 2da parte,126348,10193.0,2,48,2021-08-11
1238,2386,741, Pensión de Vejez Normal y Anticipada - 3ra parte,126348,10193.0,2,44,2021-08-11
1239,2387,741, Pensión de Vejez Normal y Anticipada - 4ta parte,126348,10193.0,2,32,2021-08-11
1240,2388,741, Pensión de Vejez Normal y Anticipada - 5ta parte,126348,10193.0,2,37,2021-08-11
1241,2391,775,sc_mcd_v4,128540,10158.0,2,3,2021-08-12
1242,2394,775,sc_mcd_v4,128540,10158.0,2,4,2021-08-12
1243,2395,48,SCORM - Fuera de módulo,96438,10223.0,2,5,2021-08-16
1244,2396,825,sc_mcd_v4,128540,10254.0,2,0,2021-08-19
1245,2398,825,Manejo de Clientes Difíciles -,128540,10254.0,2,29,2021-08-19
1246,2402,826,Introducción,129823,10325.0,2,0,2021-08-24
1247,2403,826,Introducción,129823,10326.0,2,0,2021-08-24
1248,2404,826,Introducción,129823,10327.0,2,0,2021-08-24
1249,2405,826,Introducción,129823,10328.0,2,0,2021-08-24
1250,2406,826,Introducción,129823,10329.0,2,0,2021-08-24
1251,2407,826,Introducción,129823,10330.0,2,0,2021-08-24
